match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,p1_ace_sum,p2_ace_sum,p1_winner_sum,p2_winner_sum,p1_double_fault_sum,p2_double_fault_sum,p1_unf_err_sum,p2_unf_err_sum,p1_break_pt_won_sum,p2_break_pt_won_sum,p1_break_pt_missed_sum,p2_break_pt_missed_sum,serve_width_score,serve_depth_score,return_depth_score,p1_Psychological_Factor,p2_Psychological_Factor,p1_Physical_Factor,p2_Physical_Factor,p1_skill_factors,p2_skill_factors,p1_server_factors,p2_server_factors,p1_momentum,p2_momentum
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:00:00,1,1,1,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,7.84,2,95.0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.4,0.45,0.4940765064886926,0.5049570810388175,0.4549536484464675,0.3393537485146044,0.6229574060065451,0.3902834576071194,0.6831212803385535,0.3133312400549776,0.578849040112055,0.3895511306469117
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:00:38,1,1,2,0,0,0,0,0,15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.253,7.094,1,118.0,0,0,0,0,0,0,1,0,0,0,0,0,0.65,0.8,0.45,0.4962146453646752,0.5049570810388175,0.5342040266426997,0.4274864221296403,0.7881655723522017,0.2219476123523943,0.9569710187427554,0.051737756869045,0.7232443695024408,0.2891302221040352
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:01:01,1,1,3,0,0,0,0,15,15,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.8,19.808,4,120.0,0,0,0,0,0,0,2,0,0,0,0,0,0.65,0.4,0.85,0.4271416696375291,0.5671508179373286,0.575679109744003,0.4104390560658299,0.6132262446736099,0.3778163305725835,0.992575472979907,0.0873420550351674,0.6828448219488839,0.36215118907411914
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:01:31,1,1,4,0,0,0,0,15,30,1,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51.108,75.631,13,130.0,0,0,1,0,0,0,2,0,0,0,0,0,0.75,0.8,0.85,0.4802713558970445,0.5163852865645284,0.7551453688922876,0.3296978065014142,0.7303768277574213,0.2803723207801298,0.97558428269259,0.0703509392282102,0.753999486767778,0.29713323436003236
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:02:21,1,1,5,0,0,0,0,30,30,1,1,1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649,0.813,1,112.0,1,0,2,0,0,0,2,0,0,0,0,0,0.9,0.4,0.0,0.565801475648085,0.4334271641469119,0.5012580232357964,0.4169377070856286,0.9308150553517244,0.0816846796884331,0.994393160939449,0.0891597350269303,0.7807497359393872,0.2305607479137763
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:02:50,1,1,6,0,0,0,0,40,30,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291,4.249,2,97.0,1,0,2,0,0,0,2,0,0,0,0,0,0.75,0.4,0.45,0.5678963357301591,0.4334271641469119,0.4435603795238812,0.3676498152344601,0.7551948751933776,0.2449696236227477,0.6396348228914722,0.269844973229444,0.613114320140344,0.31839435000813576
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:03:33,1,1,7,0,0,0,0,40,40,1,1,1,4,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.817,17.821,1,109.0,2,0,3,0,0,0,2,0,0,0,0,0,0.9,0.8,0.85,0.6465275308591012,0.3504690417292954,0.5609212985176427,0.3273450878551212,0.7902094388567711,0.2212539554126755,0.9822715556791402,0.0770381829013049,0.772814585867371,0.23918086775239877
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:04:01,1,1,8,0,0,0,0,AD,40,1,2,2,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.503,18.067,6,105.0,2,0,3,1,0,0,2,0,0,0,0,0,0.65,0.4,0.45,0.5831257707802542,0.4164592615309954,0.4928298411813323,0.3934078471678217,0.7224446810124546,0.2915191360907636,0.691688900192529,0.3218988223530553,0.6348251812655701,0.34736040306055405
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:04:48,1,1,9,0,0,0,0,40,40,1,1,1,5,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,34.489,24.594,7,128.0,2,0,3,1,0,0,1,0,0,0,0,0,0.4,0.8,0.85,0.6410561802209147,0.3542655246324843,0.5136735935265956,0.5550280921264146,0.5828235472421566,0.4103723695962984,0.9400567492223324,0.0348235614918019,0.6974005470068697,0.3400284616417736
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:05:32,1,1,10,0,0,0,0,AD,40,1,1,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.235,27.427,5,110.0,2,0,3,1,0,0,1,0,0,0,0,0,0.65,0.4,0.45,0.6439433751453147,0.3542655246324843,0.5451492975642462,0.3702597922550305,0.7148477473330024,0.2839232074253165,0.9362090392846316,0.0309758684204191,0.7357225980839465,0.2595562933977861
