p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count
0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.205,9.695,4
0,0,1,1,BF,0,0,0,0,0,1,0,1,0,0,0,0,0,0,27.436,18.525,7
0,0,1,2,BFB,0,0,0,0,0,2,0,2,0,0,0,0,0,0,40.933,38.07599999999999,12
0,0,1,2,BFB0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,50.922,47.27799999999999,15
0,0,1,2,BFB00,0,0,0,0,0,2,0,2,0,0,0,0,0,0,54.778,51.11699999999999,16
0,0,1,2,BFB000,1,0,1,0,0,2,0,2,0,0,0,0,0,0,55.978,52.19099999999999,16
0,0,1,2,BFB0000,1,0,1,0,0,2,0,2,0,0,0,0,0,0,60.139,56.804999999999986,17
0,0,2,2,BFB00000,1,0,1,0,0,2,0,2,0,0,0,0,0,0,64.421,61.68799999999999,18
0,0,2,2,BFB000000,1,0,1,0,0,2,0,2,0,0,0,0,0,0,67.882,65.76499999999999,19
0,0,3,2,BFB0000000,1,0,1,0,0,2,0,2,0,0,0,0,0,0,68.44800000000001,66.42899999999999,20
0,0,3,2,BFB00000000,1,0,1,0,0,2,0,2,0,0,0,0,0,0,80.069,74.41099999999999,23
0,0,4,2,BFB00000000F,1,0,1,0,0,3,0,2,0,0,0,0,0,0,89.771,88.38199999999999,27
0,0,4,2,BFB00000000F0,1,0,1,1,0,3,0,2,0,0,0,0,0,0,97.86,95.981,29
0,0,4,2,BFB00000000F00,1,0,1,1,0,3,0,2,0,0,0,0,0,0,102.378,99.99,30
0,0,4,2,BFB00000000F000,1,0,1,2,0,3,0,2,0,0,0,0,0,0,109.029,105.99499999999999,32
