p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.367,12.274,3
0,0,1,0,0B,0,0,0,0,0,2,0,1,0,0,0,0,0,0,28.012,24.749,7
0,0,2,0,0BF,0,0,0,0,0,2,0,1,0,0,0,0,0,0,51.016999999999996,44.035,15
0,0,2,0,0BF0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,71.66799999999999,68.679,20
0,0,2,0,0BF00,0,0,0,0,0,3,0,2,0,0,0,0,0,0,82.243,81.78,24
0,0,2,0,0BF000,0,0,0,1,0,3,0,2,1,0,1,0,0,0,98.53699999999999,94.165,28
0,0,2,0,0BF0000,0,0,1,1,0,3,0,2,1,0,1,0,0,0,114.46,112.813,32
0,0,2,0,0BF00000,0,0,2,1,0,3,0,2,1,0,1,0,0,0,121.024,123.476,34
0,0,2,0,0BF000000,0,0,2,1,0,3,0,2,1,0,1,0,0,0,126.221,128.937,35
0,0,3,0,0BF000000F,0,0,2,1,0,3,0,2,1,0,1,0,0,0,133.57500000000002,138.732,38
0,0,3,0,0BF000000F0,1,0,3,1,0,3,0,2,1,0,1,0,0,0,135.949,141.311,38
0,0,3,0,0BF000000F00,1,0,3,1,0,3,0,2,1,1,1,0,0,1,142.846,149.702,39
0,0,3,0,0BF000000F000,1,0,4,1,0,3,0,2,1,1,1,0,0,1,152.167,163.201,41
0,0,3,0,0BF000000F0000,1,0,5,1,0,3,0,2,1,2,1,1,0,1,179.267,205.069,45
0,0,3,0,0BF000000F00000,1,1,5,2,0,3,0,2,1,2,1,1,0,1,182.341,208.42499999999998,45
0,0,3,0,0BF000000F000000,1,1,6,2,0,3,0,2,1,2,1,1,0,1,190.76500000000001,214.47099999999998,46
