p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count
0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.789,20.381,7
0,0,0,1,F0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,33.054,32.994,11
0,0,0,1,F00,0,0,0,1,0,1,0,1,0,0,0,0,0,0,50.438,53.461,17
0,1,0,2,F000,0,0,0,1,0,1,0,1,0,0,0,0,0,0,51.409,54.592,18
0,1,0,2,F0000,0,0,0,1,0,1,0,1,0,0,0,0,0,0,52.342999999999996,55.461999999999996,19
0,1,0,2,F00000,0,0,0,1,0,1,0,1,0,0,0,0,0,0,71.975,72.985,24
0,1,0,2,F000000,0,0,0,1,0,1,0,1,0,0,0,0,0,0,77.814,85.842,26
0,1,0,2,F0000000,0,0,0,2,0,1,0,1,0,0,0,0,0,0,104.51499999999999,136.776,33
0,1,0,2,F00000000,0,0,0,2,0,1,0,1,0,0,0,0,0,0,106.87499999999999,140.86700000000002,34
0,1,0,2,F000000000,0,0,0,2,0,1,0,1,0,0,0,0,0,0,127.51899999999998,160.633,38
0,1,1,2,F000000000B,0,0,0,2,1,1,1,1,0,0,0,0,0,0,139.54899999999998,174.62800000000001,41
0,1,1,2,F000000000B0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,143.67199999999997,179.60700000000003,42
0,1,1,2,F000000000B00,0,0,0,2,1,1,1,1,0,0,0,0,0,0,156.79299999999998,192.79100000000003,46
0,1,1,3,F000000000B00F,0,0,0,2,2,1,1,1,0,0,0,0,0,0,186.319,214.07600000000002,53
0,1,1,3,F000000000B00F0,0,0,0,3,2,1,1,1,0,0,0,0,0,0,209.68699999999998,239.14100000000002,61
0,1,2,3,F000000000B00F0B,0,0,0,3,2,1,1,1,0,0,0,0,0,0,229.469,252.63000000000002,65
0,1,2,4,F000000000B00F0BF,0,0,0,3,2,1,1,1,1,0,0,0,1,0,240.773,262.211,68
0,1,2,5,F000000000B00F0BFF,0,0,0,3,2,1,1,1,2,0,0,0,2,0,281.914,306.673,77
0,1,3,5,F000000000B00F0BFFB,0,0,0,3,2,2,1,1,2,0,0,0,2,0,294.84299999999996,318.642,81
0,1,3,5,F000000000B00F0BFFB0,0,0,0,3,2,2,1,1,3,0,0,0,3,0,298.337,321.513,82
0,1,3,5,F000000000B00F0BFFB00,0,0,0,3,2,2,1,1,3,0,0,0,3,0,304.84499999999997,330.11899999999997,83
0,1,3,5,F000000000B00F0BFFB000,0,0,0,3,2,2,1,1,3,0,0,0,3,0,312.787,338.54699999999997,84
0,1,3,5,F000000000B00F0BFFB0000,0,0,0,4,2,2,1,1,3,0,0,0,3,0,327.59499999999997,357.128,89
0,1,3,5,F000000000B00F0BFFB00000,0,0,0,5,2,2,1,1,3,0,0,0,3,0,342.77,375.293,94
1,1,4,5,F000000000B00F0BFFB000000,0,0,0,5,2,2,1,1,3,0,0,0,3,0,346.405,379.423,95
1,1,4,5,F000000000B00F0BFFB0000000,0,0,0,6,2,2,1,1,3,0,0,0,3,0,354.73499999999996,388.332,98
1,1,4,5,F000000000B00F0BFFB00000000,0,0,0,7,2,2,1,1,3,0,0,0,3,0,363.08899999999994,394.78,100
1,1,4,6,F000000000B00F0BFFB00000000F,0,0,0,7,2,3,1,2,3,0,0,0,3,0,408.43799999999993,436.58599999999996,113
1,1,4,6,F000000000B00F0BFFB00000000F0,0,0,1,7,2,3,1,2,3,0,0,0,3,0,425.50899999999996,454.92699999999996,118
1,2,4,7,F000000000B00F0BFFB00000000F00,0,0,1,7,2,3,1,2,3,0,0,0,3,0,426.323,455.623,119
1,3,4,8,F000000000B00F0BFFB00000000F000,0,0,1,7,2,3,1,2,3,0,0,0,3,0,427.075,456.36899999999997,120
1,3,4,8,F000000000B00F0BFFB00000000F0000,0,0,1,7,2,3,1,2,3,0,0,0,3,0,428.27299999999997,458.49399999999997,121
1,3,4,8,F000000000B00F0BFFB00000000F00000,1,0,2,7,2,3,1,2,3,0,0,0,3,0,435.56399999999996,465.198,121
1,3,4,8,F000000000B00F0BFFB00000000F000000,1,0,3,7,3,3,1,2,3,0,0,0,3,0,453.80499999999995,483.856,125
1,3,4,9,F000000000B00F0BFFB00000000F000000F,1,0,3,7,3,3,1,2,3,0,0,0,3,0,480.67099999999994,516.023,135
1,3,4,9,F000000000B00F0BFFB00000000F000000F0,1,0,3,7,3,3,1,2,3,1,0,0,3,1,484.2989999999999,520.967,136
2,3,5,9,F000000000B00F0BFFB00000000F000000F00,1,0,3,7,3,3,1,2,3,2,0,0,3,2,485.1149999999999,522.577,137
2,3,5,9,F000000000B00F0BFFB00000000F000000F000,1,0,4,7,3,3,1,2,3,2,0,0,3,2,508.3249999999999,557.458,143
2,3,5,9,F000000000B00F0BFFB00000000F000000F0000,1,0,4,7,3,3,1,2,3,3,0,0,3,3,513.5559999999999,564.6619999999999,144
2,3,5,9,F000000000B00F0BFFB00000000F000000F00000,1,0,4,7,3,3,1,2,3,3,0,0,3,3,519.3629999999999,569.4739999999999,145
2,3,5,9,F000000000B00F0BFFB00000000F000000F000000,1,0,4,7,3,3,1,2,3,3,0,0,3,3,523.887,574.949,146
2,3,5,9,F000000000B00F0BFFB00000000F000000F0000000,1,0,4,7,4,3,2,2,3,3,0,0,3,3,558.8539999999999,609.193,152
2,3,5,9,F000000000B00F0BFFB00000000F000000F00000000,1,0,5,7,4,3,2,2,3,3,0,0,3,3,647.425,658.318,165
2,3,5,9,F000000000B00F0BFFB00000000F000000F000000000,1,0,5,7,4,3,2,2,3,3,0,0,3,3,655.512,664.255,166
2,3,5,9,F000000000B00F0BFFB00000000F000000F0000000000,1,0,6,7,4,3,2,2,3,3,0,0,3,3,674.5909999999999,673.749,169
2,3,5,10,F000000000B00F0BFFB00000000F000000F0000000000F,1,0,6,7,4,3,2,2,3,3,0,0,3,3,686.1639999999999,683.589,172
2,3,5,10,F000000000B00F0BFFB00000000F000000F0000000000F0,1,0,6,7,4,3,2,2,3,3,0,0,3,3,690.3439999999998,688.9280000000001,173
2,3,6,10,F000000000B00F0BFFB00000000F000000F0000000000F0F,1,0,6,7,4,3,2,2,3,3,0,0,3,3,710.0499999999998,710.3160000000001,178
2,3,7,10,F000000000B00F0BFFB00000000F000000F0000000000F0FB,1,0,6,7,5,3,3,2,3,3,0,0,3,3,720.8279999999999,727.4940000000001,181
2,3,7,10,F000000000B00F0BFFB00000000F000000F0000000000F0FB0,1,0,6,8,5,3,3,2,3,3,0,0,3,3,724.1149999999999,735.1050000000001,182
2,3,7,10,F000000000B00F0BFFB00000000F000000F0000000000F0FB00,1,0,6,8,5,3,3,2,3,3,0,0,3,3,728.7249999999999,739.2450000000001,183
2,3,7,10,F000000000B00F0BFFB00000000F000000F0000000000F0FB000,1,0,6,8,5,3,3,2,3,3,0,0,3,3,739.0249999999999,748.4080000000001,184
2,3,7,10,F000000000B00F0BFFB00000000F000000F0000000000F0FB0000,1,0,6,8,5,4,3,3,3,3,0,0,3,3,757.8499999999999,762.8380000000001,187
2,4,7,11,F000000000B00F0BFFB00000000F000000F0000000000F0FB00000,1,0,6,8,5,4,3,3,3,3,0,0,3,3,758.6809999999999,763.9370000000001,188
2,4,8,11,F000000000B00F0BFFB00000000F000000F0000000000F0FB00000F,1,0,6,8,5,4,3,3,3,3,0,0,3,3,767.5899999999999,775.5110000000001,191
2,4,9,11,F000000000B00F0BFFB00000000F000000F0000000000F0FB00000FF,1,0,6,8,6,4,4,3,3,3,0,0,3,3,776.0089999999999,782.791,194
2,4,9,12,F000000000B00F0BFFB00000000F000000F0000000000F0FB00000FFF,1,0,6,8,6,4,4,3,3,3,0,0,3,3,785.6999999999999,805.393,198
2,4,9,12,F000000000B00F0BFFB00000000F000000F0000000000F0FB00000FFF0,1,0,7,8,7,4,4,3,3,3,0,0,3,3,812.371,829.273,204
2,4,10,12,F000000000B00F0BFFB00000000F000000F0000000000F0FB00000FFF0B,1,0,7,8,7,4,4,3,3,3,0,0,3,3,819.959,851.856,207
2,4,10,12,F000000000B00F0BFFB00000000F000000F0000000000F0FB00000FFF0B0,1,0,7,8,7,4,4,3,3,3,0,0,3,3,829.126,861.987,208
2,4,10,12,F000000000B00F0BFFB00000000F000000F0000000000F0FB00000FFF0B00,1,0,7,8,7,4,4,3,3,3,0,0,3,3,839.733,869.778,210
2,5,10,13,F000000000B00F0BFFB00000000F000000F0000000000F0FB00000FFF0B000,1,0,7,8,7,4,4,3,3,3,0,0,3,3,840.4939999999999,870.587,211
2,5,10,13,F000000000B00F0BFFB00000000F000000F0000000000F0FB00000FFF0B0000,1,0,7,9,7,4,4,3,3,3,0,0,3,3,858.228,887.628,215
2,5,10,13,F000000000B00F0BFFB00000000F000000F0000000000F0FB00000FFF0B00000,1,0,7,9,7,4,4,3,3,3,0,0,3,3,876.659,908.609,221
2,5,10,13,F000000000B00F0BFFB00000000F000000F0000000000F0FB00000FFF0B000000,1,0,7,9,7,4,4,3,4,3,0,0,4,3,881.34,913.167,222
2,5,10,13,F000000000B00F0BFFB00000000F000000F0000000000F0FB00000FFF0B0000000,1,0,8,9,7,4,4,3,5,3,0,0,5,3,896.8960000000001,926.885,225
