p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852,1.108,1
0,1,0,1,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.706,3.2230000000000003,2
0,1,0,2,00B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.991,9.802,5
0,1,0,2,00B0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.481,13.256,6
0,1,0,2,00B00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.734,54.924,13
0,1,0,2,00B000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.067,58.546,14
1,1,1,2,00B0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.645,59.185,15
1,1,1,2,00B00000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52.294000000000004,69.266,17
1,1,1,2,00B000000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,58.487,79.661,19
1,1,1,2,00B0000000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,63.166000000000004,85.38,20
1,1,1,2,00B00000000,0,0,2,0,1,0,1,0,0,0,0,0,0,0,79.30000000000001,100.538,24
1,1,1,2,00B000000000,0,0,2,0,1,0,1,0,0,0,0,0,0,0,82.186,103.47,25
1,1,1,2,00B0000000000,0,0,3,0,1,0,1,0,0,0,0,0,0,0,85.02600000000001,104.944,26
1,1,1,2,00B00000000000,0,0,3,0,1,0,1,0,0,0,0,0,0,0,87.894,107.284,27
1,1,2,2,00B00000000000B,0,0,3,0,2,0,2,0,0,0,0,0,0,0,109.631,125.13400000000001,33
1,2,2,3,00B00000000000B0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,110.342,125.81100000000002,34
1,2,2,3,00B00000000000B00,0,0,4,0,2,0,2,0,0,0,0,0,0,0,117.263,137.59600000000003,36
1,2,2,3,00B00000000000B000,0,0,5,0,2,0,2,0,0,0,0,0,0,0,141.686,166.43900000000002,44
1,2,3,3,00B00000000000B000B,0,0,5,0,2,0,2,0,0,0,0,0,0,0,148.542,177.294,47
1,2,3,3,00B00000000000B000B0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,151.663,180.997,48
2,2,4,3,00B00000000000B000B00,0,0,5,0,2,0,2,0,0,0,0,0,0,0,152.45100000000002,182.055,49
3,2,5,3,00B00000000000B000B000,0,0,5,0,2,0,2,0,0,0,0,0,0,0,154.27400000000003,183.88500000000002,50
3,2,5,3,00B00000000000B000B0000,0,1,5,1,2,0,2,0,0,0,0,0,0,0,162.58400000000003,192.26500000000001,50
3,2,5,4,00B00000000000B000B0000F,0,1,5,1,2,1,2,1,0,0,0,0,0,0,178.25300000000004,206.50600000000003,55
3,3,5,5,00B00000000000B000B0000F0,0,1,5,1,2,1,2,1,0,0,0,0,0,0,178.76500000000004,207.32400000000004,56
3,3,5,5,00B00000000000B000B0000F00,0,1,5,1,2,1,2,1,0,0,0,0,0,0,189.85200000000003,216.95000000000005,59
3,3,5,5,00B00000000000B000B0000F000,0,1,5,1,2,1,2,1,0,0,0,0,0,0,194.13400000000004,220.17300000000006,61
3,3,5,6,00B00000000000B000B0000F000F,0,1,5,1,2,1,2,1,0,0,0,0,0,0,203.49300000000005,227.74300000000005,64
3,3,5,6,00B00000000000B000B0000F000F0,0,1,5,1,2,1,2,1,0,0,0,0,0,0,214.89900000000006,239.63400000000004,68
3,3,5,6,00B00000000000B000B0000F000F00,0,1,6,1,2,1,2,1,0,0,0,0,0,0,229.11200000000005,259.04200000000003,72
3,3,5,6,00B00000000000B000B0000F000F000,0,1,6,1,2,1,2,1,0,0,0,0,0,0,237.37100000000004,270.73600000000005,75
3,3,5,6,00B00000000000B000B0000F000F0000,0,1,6,1,2,1,2,1,0,0,0,0,0,0,242.86200000000002,277.75200000000007,76
3,3,5,6,00B00000000000B000B0000F000F00000,0,1,6,1,2,1,2,1,0,0,0,0,0,0,302.398,325.7970000000001,87
3,3,5,7,00B00000000000B000B0000F000F00000F,0,1,6,1,2,1,2,1,0,0,0,0,0,0,312.36,338.68700000000007,89
3,3,5,8,00B00000000000B000B0000F000F00000FB,0,1,6,1,2,1,2,1,0,0,0,0,0,0,345.986,373.51900000000006,97
3,3,5,8,00B00000000000B000B0000F000F00000FB0,0,1,7,1,2,1,2,1,0,1,0,1,0,0,370.337,398.4100000000001,101
3,4,5,9,00B00000000000B000B0000F000F00000FB00,0,1,7,1,2,1,2,1,0,1,0,1,0,0,371.074,399.1410000000001,102
3,4,5,9,00B00000000000B000B0000F000F00000FB000,0,1,8,1,2,1,2,1,0,1,0,1,0,0,394.47,417.37200000000007,107
3,4,5,9,00B00000000000B000B0000F000F00000FB0000,0,1,9,1,2,1,2,1,0,1,0,1,0,0,404.66600000000005,427.7080000000001,110
3,5,5,10,00B00000000000B000B0000F000F00000FB00000,0,1,9,1,2,1,2,1,0,1,0,1,0,0,406.76800000000003,428.9020000000001,111
3,5,5,10,00B00000000000B000B0000F000F00000FB000000,0,1,9,2,2,1,2,1,0,1,0,1,0,0,415.002,441.3940000000001,114
3,5,5,10,00B00000000000B000B0000F000F00000FB0000000,0,1,10,2,2,1,2,1,0,1,0,1,0,0,420.418,448.0120000000001,116
3,5,5,10,00B00000000000B000B0000F000F00000FB00000000,0,1,10,2,2,1,2,1,0,1,0,1,0,0,421.903,450.4430000000001,117
3,5,6,10,00B00000000000B000B0000F000F00000FB000000000,0,1,10,2,2,1,2,1,0,1,0,1,0,0,422.624,451.3320000000001,118
3,5,7,10,00B00000000000B000B0000F000F00000FB000000000F,0,1,10,2,2,1,2,1,0,1,0,1,0,0,431.49300000000005,461.4850000000001,121
3,5,7,10,00B00000000000B000B0000F000F00000FB000000000F0,0,1,11,2,2,1,2,1,0,1,0,1,0,0,511.7830000000001,535.5970000000001,140
3,5,7,10,00B00000000000B000B0000F000F00000FB000000000F00,0,2,11,3,2,1,2,1,0,1,0,1,0,0,515.2900000000001,538.8770000000001,140
3,5,7,10,00B00000000000B000B0000F000F00000FB000000000F000,0,2,12,3,3,1,2,1,0,1,0,1,0,0,534.3470000000001,554.7260000000001,145
3,5,7,10,00B00000000000B000B0000F000F00000FB000000000F0000,0,2,12,3,3,1,2,1,0,1,0,1,0,0,547.8790000000001,569.7480000000002,149
3,6,7,11,00B00000000000B000B0000F000F00000FB000000000F00000,0,2,12,3,3,1,2,1,0,1,0,1,0,0,548.4960000000001,570.5640000000002,150
3,6,7,12,00B00000000000B000B0000F000F00000FB000000000F00000F,0,2,12,3,3,1,2,1,0,1,0,1,0,0,571.1240000000001,585.1830000000002,153
3,6,7,12,00B00000000000B000B0000F000F00000FB000000000F00000F0,0,2,13,3,3,1,2,1,0,1,0,1,0,0,607.2490000000001,624.1830000000002,165
3,6,7,12,00B00000000000B000B0000F000F00000FB000000000F00000F00,1,2,14,3,3,1,2,1,0,1,0,1,0,0,609.1940000000002,626.6820000000002,165
3,6,7,12,00B00000000000B000B0000F000F00000FB000000000F00000F000,1,2,14,4,3,1,2,1,0,1,0,1,0,0,634.1820000000002,653.3340000000003,172
3,6,7,12,00B00000000000B000B0000F000F00000FB000000000F00000F0000,1,2,14,4,3,1,2,1,0,1,0,1,0,0,684.0940000000003,699.4260000000003,183
4,6,8,12,00B00000000000B000B0000F000F00000FB000000000F00000F00000,1,2,14,4,3,1,2,1,0,1,0,1,0,0,684.7710000000003,700.5100000000002,184
4,6,8,12,00B00000000000B000B0000F000F00000FB000000000F00000F000000,1,2,14,5,3,1,2,1,0,1,0,1,0,0,693.9230000000003,709.8520000000002,187
4,6,8,13,00B00000000000B000B0000F000F00000FB000000000F00000F000000F,1,2,14,5,3,2,2,2,0,1,0,1,0,0,701.4480000000003,718.1070000000002,190
4,6,8,13,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0,1,2,14,5,3,2,2,2,0,1,0,1,0,0,720.1290000000004,729.3560000000002,191
4,6,9,13,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0F,1,2,14,5,3,2,2,2,0,1,0,1,0,0,749.8720000000004,741.3280000000002,195
4,6,10,13,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF,1,2,14,5,3,2,2,2,0,1,0,1,0,0,777.5060000000004,769.5210000000002,203
4,6,10,13,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF0,1,2,14,5,3,2,2,2,0,1,0,1,0,0,791.7240000000004,786.3530000000002,206
4,6,10,13,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00,1,2,14,5,3,3,2,3,0,1,0,1,0,0,805.6270000000004,799.4120000000001,209
4,6,11,13,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B,1,2,14,5,3,3,2,3,0,1,0,1,0,0,814.0250000000004,809.3620000000002,212
4,6,11,13,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B0,1,2,14,5,3,3,2,3,0,1,0,1,0,0,817.9190000000004,814.2350000000002,213
4,6,11,13,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00,1,2,14,5,3,3,2,3,0,1,0,1,0,0,826.0480000000005,822.7150000000003,215
4,6,12,13,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F,1,2,14,5,4,3,3,3,0,1,0,1,0,0,846.3540000000005,850.1500000000002,220
4,6,12,13,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F0,1,2,14,5,4,3,3,3,0,1,0,1,0,0,850.2790000000005,855.5510000000002,221
4,6,12,13,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F00,1,2,14,6,4,3,3,3,0,1,0,1,0,0,866.9890000000005,867.6270000000002,225
4,6,12,13,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000,1,2,14,6,4,3,3,3,0,1,0,1,0,0,876.9210000000005,876.3690000000001,226
4,6,12,14,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F,1,2,14,6,4,3,3,3,0,1,0,1,0,0,889.4260000000005,887.2230000000002,229
4,6,12,14,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F0,1,2,14,6,4,3,3,3,0,1,0,1,0,0,914.5360000000005,904.7750000000002,234
4,6,12,14,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F00,1,2,14,6,4,4,3,4,0,1,0,1,0,0,932.3300000000005,915.3200000000002,237
4,6,12,14,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000,1,2,14,6,4,4,3,4,0,1,0,1,0,0,955.8140000000005,940.6710000000002,243
4,6,12,14,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F0000,1,2,15,6,4,4,3,4,0,1,0,1,0,0,1020.6560000000005,1037.0710000000001,261
5,6,13,14,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F00000,1,2,15,6,4,4,3,4,0,1,0,1,0,0,1021.6580000000005,1037.9420000000002,262
5,6,13,14,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000,1,2,15,6,5,4,4,4,0,1,0,1,0,0,1052.6760000000004,1064.5200000000002,269
5,6,14,14,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000B,1,2,15,6,5,4,4,4,0,1,0,1,0,0,1067.5760000000005,1081.5140000000001,272
5,6,15,14,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF,1,2,15,6,6,4,5,4,0,1,0,1,0,0,1097.5890000000004,1110.0900000000001,281
5,6,15,14,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0,1,2,15,7,6,4,5,4,0,1,0,1,0,0,1106.2060000000004,1116.8960000000002,283
5,6,15,15,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F,1,2,15,7,6,5,5,5,0,1,0,1,0,0,1116.0000000000005,1124.6510000000003,286
5,6,15,15,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0,1,3,15,8,6,5,5,5,0,1,0,1,0,0,1119.6180000000004,1127.4180000000003,286
5,6,16,15,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B,1,3,15,8,7,5,6,5,0,1,0,1,0,0,1144.5810000000004,1149.1300000000003,292
5,6,16,15,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0,1,4,15,9,7,5,6,5,1,1,1,1,0,0,1146.8050000000003,1150.7920000000004,292
5,6,17,15,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0B,1,4,15,9,8,5,7,5,1,1,1,1,0,0,1166.9590000000003,1175.9290000000003,297
5,6,18,15,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BF,1,4,15,9,8,5,7,5,1,1,1,1,0,0,1174.9450000000004,1185.8850000000002,300
5,6,19,15,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB,1,4,15,9,9,5,8,5,1,1,1,1,0,0,1185.9010000000003,1196.3440000000003,303
5,6,19,15,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0,1,4,15,9,9,5,8,5,1,1,1,1,0,0,1188.8190000000002,1200.1370000000002,304
5,6,19,16,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F,1,4,15,9,9,5,8,5,1,1,1,1,0,0,1197.7120000000002,1207.8650000000002,307
5,6,19,16,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F0,1,4,15,10,9,5,8,5,1,1,1,1,0,0,1205.7470000000003,1212.5380000000002,309
5,7,19,17,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00,1,4,15,10,9,5,8,5,1,1,1,1,0,0,1206.5960000000002,1213.4650000000001,310
5,7,19,17,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F000,1,4,15,10,9,5,8,5,1,1,1,1,0,0,1212.0940000000003,1218.729,311
5,7,19,17,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F0000,1,4,15,10,9,5,8,5,1,1,1,1,0,0,1222.6480000000004,1232.7630000000001,312
5,7,19,17,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000,2,4,16,10,9,5,8,5,1,1,1,1,0,0,1225.2360000000003,1236.008,312
5,7,19,18,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F,2,4,16,10,9,5,8,5,1,1,1,1,0,0,1262.4160000000004,1273.843,322
5,7,19,18,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F0,2,4,16,10,9,6,8,5,1,1,1,1,0,0,1287.5180000000005,1298.645,329
5,7,19,18,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00,2,4,16,11,9,6,8,5,1,1,1,1,0,0,1303.1990000000005,1317.105,332
5,7,20,18,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00F,2,4,16,11,10,6,9,5,1,1,1,1,0,0,1347.5380000000005,1361.623,345
5,7,20,19,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FB,2,4,16,11,11,6,9,5,1,1,1,1,0,0,1357.4190000000006,1375.078,349
5,7,20,20,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB,2,4,16,11,11,6,9,5,1,1,1,1,0,0,1385.6170000000006,1406.133,357
5,7,20,20,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB0,2,4,16,12,11,6,9,5,1,2,1,1,0,1,1430.1200000000006,1452.836,370
5,7,20,20,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB00,2,4,16,12,11,6,9,5,1,2,1,1,0,1,1435.5060000000005,1458.147,371
5,7,20,20,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000,2,4,17,12,11,6,9,5,1,2,1,1,0,1,1443.0270000000005,1465.0349999999999,373
5,7,21,20,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F,2,4,17,12,12,6,10,5,1,2,1,1,0,1,1453.5280000000005,1478.4219999999998,376
5,7,21,20,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F0,2,4,17,12,12,6,10,5,1,2,1,1,0,1,1462.4630000000004,1489.3339999999998,378
5,7,21,20,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F00,2,4,18,12,12,6,10,5,1,2,1,1,0,1,1468.2530000000004,1498.301,380
5,7,21,20,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F000,2,4,18,12,12,6,10,5,1,3,1,1,0,2,1476.6540000000005,1526.152,383
5,7,22,20,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F000B,2,4,18,12,13,6,11,5,1,3,1,1,0,2,1490.7110000000005,1540.5430000000001,386
5,7,22,20,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F000B0,2,4,18,12,13,6,11,5,1,3,1,1,0,2,1491.7300000000005,1541.5720000000001,387
5,7,22,20,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F000B00,2,5,18,13,13,6,11,5,1,3,1,1,0,2,1492.7290000000005,1542.3500000000001,387
5,7,22,21,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F000B00F,2,5,18,13,13,7,11,6,1,3,1,1,0,2,1515.2540000000006,1560.5600000000002,392
5,7,22,21,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F000B00F0,2,6,18,14,13,7,11,6,1,3,1,1,0,2,1519.3810000000005,1564.4060000000002,392
5,7,22,21,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F000B00F00,2,6,18,15,13,7,11,6,1,3,1,1,0,2,1532.2590000000005,1575.0370000000003,394
5,7,22,21,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F000B00F000,2,6,18,16,13,7,11,6,2,3,2,1,0,2,1542.5210000000004,1581.7020000000002,396
5,7,22,21,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F000B00F0000,2,6,18,17,13,7,11,6,2,3,2,1,0,2,1562.1580000000004,1600.1730000000002,401
5,7,22,21,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F000B00F00000,2,6,18,17,13,7,11,6,2,3,2,1,0,2,1567.1830000000004,1606.4160000000002,402
5,7,23,21,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F000B00F00000F,2,6,18,17,14,7,12,6,2,3,2,1,0,2,1575.2100000000005,1618.9120000000003,405
5,7,23,21,00B00000000000B000B0000F000F00000FB000000000F00000F000000F0FF00B00F000F000000BF0F0B0BFB0F00000F00FBB000F000B00F00000F0,2,6,18,17,14,7,12,6,2,3,2,1,0,2,1578.6550000000004,1622.7490000000003,406
