p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count
0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.251,22.48,6
0,0,1,1,FF,0,0,0,0,1,0,1,0,0,0,0,0,0,0,59.181,56.336,15
0,0,1,1,FF0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,67.243,65.967,18
0,0,1,1,FF00,0,0,0,2,1,0,1,0,0,0,0,0,0,0,83.30799999999999,80.463,23
0,0,1,1,FF000,0,0,1,2,1,0,1,0,0,0,0,0,0,0,88.951,87.362,25
0,0,2,1,FF000B,0,0,1,2,2,0,2,0,0,0,0,0,0,0,115.591,107.826,30
0,0,2,1,FF000B0,0,0,1,2,2,0,2,0,0,0,0,0,0,0,118.91099999999999,110.31099999999999,31
0,0,2,1,FF000B00,0,0,1,2,2,0,2,0,0,0,0,0,0,0,134.30499999999998,128.899,35
0,0,2,1,FF000B000,0,0,1,2,2,0,2,0,0,0,0,0,0,0,138.25599999999997,131.913,36
0,0,2,2,FF000B000F,0,0,1,2,2,1,2,1,0,0,0,0,0,0,145.66199999999998,138.692,39
0,0,2,2,FF000B000F0,0,0,1,3,2,1,2,1,0,0,0,0,0,0,156.378,145.226,41
0,1,2,3,FF000B000F00,0,0,1,3,2,1,2,1,0,0,0,0,0,0,157.32299999999998,145.98499999999999,42
0,1,2,3,FF000B000F000,0,0,1,4,2,1,2,1,0,0,0,0,0,0,174.94699999999997,166.07899999999998,47
0,1,3,3,FF000B000F000F,0,0,1,4,3,1,3,1,0,0,0,0,0,0,196.46599999999998,182.676,52
0,1,3,3,FF000B000F000F0,0,0,1,4,3,2,3,2,0,0,0,0,0,0,217.54899999999998,225.957,58
0,1,3,3,FF000B000F000F00,0,0,1,4,3,2,3,2,0,0,0,0,0,0,228.21599999999998,240.68599999999998,61
0,1,3,3,FF000B000F000F000,0,0,1,5,3,2,3,2,0,0,0,0,0,0,234.551,247.60099999999997,62
0,1,3,3,FF000B000F000F0000,0,1,1,6,3,2,3,2,0,0,0,0,0,0,236.54399999999998,249.40399999999997,62
0,1,3,3,FF000B000F000F00000,0,1,1,6,3,2,3,2,0,0,0,0,0,0,303.067,301.76899999999995,74
0,1,3,3,FF000B000F000F000000,0,1,1,6,3,2,3,2,0,0,0,0,0,0,307.658,304.98199999999997,75
0,2,3,4,FF000B000F000F0000000,0,1,1,6,3,2,3,2,0,0,0,0,0,0,309.04400000000004,305.765,76
0,3,3,5,FF000B000F000F00000000,0,1,1,6,3,2,3,2,0,0,0,0,0,0,309.735,307.191,77
0,3,3,6,FF000B000F000F00000000F,0,1,1,6,3,3,3,3,0,0,0,0,0,0,318.284,314.554,80
0,3,3,6,FF000B000F000F00000000F0,0,1,1,6,3,3,3,3,0,0,0,0,0,0,328.14099999999996,326.96099999999996,81
1,3,4,6,FF000B000F000F00000000F00,0,1,1,6,3,3,3,3,0,0,0,0,0,0,329.174,328.3539999999999,82
1,3,4,6,FF000B000F000F00000000F000,0,1,1,6,3,3,3,3,0,0,0,0,0,0,350.17199999999997,357.5469999999999,87
1,3,4,6,FF000B000F000F00000000F0000,0,1,1,6,4,3,4,3,0,0,0,0,0,0,366.15799999999996,369.4189999999999,90
1,3,4,6,FF000B000F000F00000000F00000,0,1,1,6,4,3,4,3,0,0,0,0,0,0,369.03,371.35299999999995,91
1,3,4,6,FF000B000F000F00000000F000000,0,1,1,6,4,3,4,3,0,0,0,0,0,0,380.24199999999996,381.03399999999993,94
1,4,4,7,FF000B000F000F00000000F0000000,0,1,1,6,4,3,4,3,0,0,0,0,0,0,381.465,381.78399999999993,95
1,4,5,7,FF000B000F000F00000000F0000000B,0,1,1,6,4,3,4,3,0,0,0,0,0,0,406.679,398.29999999999995,99
1,5,5,8,FF000B000F000F00000000F0000000B0,0,1,1,6,4,3,4,3,0,0,0,0,0,0,407.4,398.84299999999996,100
1,5,5,8,FF000B000F000F00000000F0000000B00,0,1,1,6,4,3,4,3,0,0,0,0,0,0,425.474,422.691,104
