p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.646,5.293,2
0,0,0,0,00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.242,9.302,3
0,0,0,0,000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.64500000000001,65.291,12
0,0,0,0,0000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110.21000000000001,73.744,14
0,0,0,0,00000,0,1,0,2,0,0,0,0,0,0,0,0,0,0,113.405,76.122,14
0,0,0,0,000000,0,1,0,2,0,0,0,0,1,0,0,0,1,0,118.819,80.241,15
0,0,0,0,0000000,0,1,0,2,0,0,0,0,1,0,0,0,1,0,123.522,83.217,16
0,0,0,0,00000000,0,1,0,2,0,0,0,0,1,0,0,0,1,0,142.173,97.831,20
0,0,0,0,000000000,0,1,0,2,0,0,0,0,1,0,0,0,1,0,147.036,102.26400000000001,21
0,0,0,0,0000000000,0,1,0,2,1,0,1,0,1,0,0,0,1,0,168.357,126.32900000000001,25
0,1,0,1,00000000000,0,1,0,2,1,0,1,0,1,0,0,0,1,0,169.328,126.918,26
0,1,0,1,000000000000,0,1,1,2,1,0,1,0,1,0,0,0,1,0,187.076,143.943,29
0,1,1,1,000000000000B,0,1,1,2,2,0,2,0,1,0,0,0,1,0,197.87699999999998,152.32100000000003,32
0,1,1,1,000000000000B0,0,1,1,2,2,0,2,0,1,0,0,0,1,0,208.59199999999998,164.51700000000002,35
0,1,2,1,000000000000B0B,0,1,1,2,2,0,2,0,1,0,0,0,1,0,215.224,174.97100000000003,38
0,1,2,1,000000000000B0B0,0,1,1,2,2,0,2,0,1,0,0,0,1,0,219.155,179.03200000000004,39
0,1,2,1,000000000000B0B00,0,1,1,2,2,0,2,0,1,0,0,0,1,0,223.866,185.11600000000004,40
0,1,2,1,000000000000B0B000,0,1,1,3,2,0,2,0,1,0,0,0,1,0,257.54200000000003,198.01800000000003,44
0,1,2,2,000000000000B0B000F,0,1,1,3,2,0,2,0,1,0,0,0,1,0,272.23800000000006,202.68000000000004,47
0,1,2,2,000000000000B0B000F0,0,1,1,3,2,0,2,0,1,0,0,0,1,0,278.00900000000007,207.13200000000003,48
0,1,2,2,000000000000B0B000F00,0,1,1,3,2,0,2,0,1,0,0,0,1,0,298.07900000000006,217.84900000000005,51
0,1,2,2,000000000000B0B000F000,0,1,1,3,3,0,3,0,1,0,0,0,1,0,317.8760000000001,241.86900000000006,56
0,1,3,2,000000000000B0B000F000F,0,1,1,3,3,0,3,0,1,0,0,0,1,0,323.4030000000001,251.34200000000007,59
0,1,3,2,000000000000B0B000F000F0,0,1,2,3,3,0,3,0,1,0,0,0,1,0,345.44700000000006,270.6210000000001,63
0,1,3,2,000000000000B0B000F000F00,0,1,2,4,3,0,3,0,1,0,0,0,1,0,365.00700000000006,295.0710000000001,68
0,1,3,2,000000000000B0B000F000F000,0,1,2,4,3,0,3,0,1,0,0,0,1,0,370.57500000000005,301.9220000000001,69
0,1,3,2,000000000000B0B000F000F0000,0,1,2,4,3,0,3,0,1,0,0,0,1,0,374.59600000000006,305.3260000000001,70
0,1,3,2,000000000000B0B000F000F00000,0,1,2,4,3,0,3,0,1,0,0,0,1,0,380.31100000000004,309.7220000000001,71
0,1,3,2,000000000000B0B000F000F000000,0,1,2,5,3,0,3,0,1,0,0,0,1,0,392.58700000000005,321.5950000000001,75
0,2,3,3,000000000000B0B000F000F0000000,0,1,2,5,3,0,3,0,1,0,0,0,1,0,393.809,322.3730000000001,76
0,2,3,3,000000000000B0B000F000F00000000,0,1,2,5,3,0,3,0,1,0,0,0,1,0,400.24,326.8870000000001,77
0,2,4,3,000000000000B0B000F000F00000000B,0,1,2,5,3,0,3,0,1,0,0,0,1,0,422.279,350.4110000000001,84
0,2,4,3,000000000000B0B000F000F00000000B0,0,1,2,5,3,0,3,0,1,0,0,0,1,0,450.922,376.2350000000001,90
0,2,4,3,000000000000B0B000F000F00000000B00,0,1,2,5,3,0,3,0,1,0,0,0,1,0,459.404,383.6540000000001,91
0,2,4,3,000000000000B0B000F000F00000000B000,0,1,2,5,3,0,3,0,1,0,0,0,1,0,462.18399999999997,387.8540000000001,92
0,2,4,3,000000000000B0B000F000F00000000B0000,0,1,2,5,4,0,4,0,1,0,0,0,1,0,473.33899999999994,406.6510000000001,95
0,2,4,3,000000000000B0B000F000F00000000B00000,0,1,2,5,4,0,4,0,1,0,0,0,1,0,479.7939999999999,411.0200000000001,96
0,3,4,4,000000000000B0B000F000F00000000B000000,0,1,2,5,4,0,4,0,1,0,0,0,1,0,480.97799999999995,411.7560000000001,97
0,3,4,4,000000000000B0B000F000F00000000B0000000,0,1,2,5,4,0,4,0,1,0,0,0,1,0,486.53399999999993,414.61500000000007,98
0,4,4,5,000000000000B0B000F000F00000000B00000000,0,1,2,5,4,0,4,0,1,0,0,0,1,0,488.0319999999999,415.43100000000004,99
0,4,4,5,000000000000B0B000F000F00000000B000000000,0,1,3,5,4,0,4,0,1,0,0,0,1,0,524.377,454.24500000000006,109
0,4,4,5,000000000000B0B000F000F00000000B0000000000,0,1,3,5,4,0,4,0,1,0,0,0,1,0,528.606,458.1170000000001,110
0,4,4,5,000000000000B0B000F000F00000000B00000000000,0,1,4,5,4,0,4,0,1,0,0,0,1,0,556.877,494.94700000000006,120
0,4,4,5,000000000000B0B000F000F00000000B000000000000,0,1,5,5,4,0,4,0,1,0,0,0,1,0,564.045,503.7300000000001,122
0,4,4,5,000000000000B0B000F000F00000000B0000000000000,0,1,6,5,4,0,4,0,1,1,0,1,1,0,570.236,511.10100000000006,124
0,4,4,5,000000000000B0B000F000F00000000B00000000000000,0,1,6,6,4,0,4,0,1,1,0,1,1,0,578.364,518.2020000000001,126
0,4,4,5,000000000000B0B000F000F00000000B000000000000000,0,1,6,6,4,0,4,0,1,1,0,1,1,0,584.466,522.6850000000001,127
0,4,4,5,000000000000B0B000F000F00000000B0000000000000000,0,1,6,7,4,0,4,0,1,1,0,1,1,0,590.878,527.6560000000001,129
0,4,4,5,000000000000B0B000F000F00000000B00000000000000000,0,1,6,7,4,0,4,0,1,1,0,1,1,0,603.642,534.8800000000001,130
0,4,4,5,000000000000B0B000F000F00000000B000000000000000000,0,1,6,7,4,0,4,0,1,1,0,1,1,0,608.086,537.1690000000001,131
0,4,4,5,000000000000B0B000F000F00000000B0000000000000000000,0,1,6,7,4,1,4,1,1,1,0,1,1,0,625.871,551.7590000000001,134
0,4,5,5,000000000000B0B000F000F00000000B0000000000000000000B,0,1,6,7,4,1,4,1,1,1,0,1,1,0,638.549,561.0640000000001,137
0,4,5,5,000000000000B0B000F000F00000000B0000000000000000000B0,0,1,6,7,5,1,5,1,1,1,0,1,1,0,649.247,576.2180000000001,140
0,4,6,5,000000000000B0B000F000F00000000B0000000000000000000B0B,0,1,6,7,6,1,6,1,1,1,0,1,1,0,664.476,594.807,145
0,4,7,5,000000000000B0B000F000F00000000B0000000000000000000B0B0,0,1,6,7,6,1,6,1,1,1,0,1,1,0,669.6129999999999,600.788,146
0,4,7,6,000000000000B0B000F000F00000000B0000000000000000000B0B0F,0,1,6,7,6,2,6,2,1,1,0,1,1,0,678.3249999999999,608.659,149
0,4,7,7,000000000000B0B000F000F00000000B0000000000000000000B0B0FF,0,1,6,7,6,3,6,3,1,1,0,1,1,0,695.5429999999999,624.048,154
0,4,7,7,000000000000B0B000F000F00000000B0000000000000000000B0B0FF0,0,2,6,8,6,3,6,3,1,1,0,1,1,0,697.4879999999999,625.955,154
0,4,7,7,000000000000B0B000F000F00000000B0000000000000000000B0B0FF00,0,2,7,8,6,3,6,3,1,1,0,1,1,0,708.8409999999999,640.769,157
0,5,7,8,000000000000B0B000F000F00000000B0000000000000000000B0B0FF000,0,2,7,8,6,3,6,3,1,1,0,1,1,0,711.0049999999999,641.63,158
0,5,7,8,000000000000B0B000F000F00000000B0000000000000000000B0B0FF0000,0,2,7,8,6,3,6,3,1,1,0,1,1,0,721.7529999999999,649.658,159
1,5,8,8,000000000000B0B000F000F00000000B0000000000000000000B0B0FF00000,0,2,7,8,6,3,6,3,1,1,0,1,1,0,722.703,650.764,160
2,5,9,8,000000000000B0B000F000F00000000B0000000000000000000B0B0FF000000,0,2,7,8,6,3,6,3,1,1,0,1,1,0,723.616,651.731,161
3,5,10,8,000000000000B0B000F000F00000000B0000000000000000000B0B0FF0000000,0,2,7,8,6,3,6,3,1,1,0,1,1,0,724.244,652.6419999999999,162
3,6,10,9,000000000000B0B000F000F00000000B0000000000000000000B0B0FF00000000,0,2,7,8,6,3,6,3,1,1,0,1,1,0,725.73,653.2959999999999,163
3,6,10,10,000000000000B0B000F000F00000000B0000000000000000000B0B0FF00000000F,0,2,7,8,6,3,6,3,1,1,0,1,1,0,759.811,673.732,168
3,6,10,10,000000000000B0B000F000F00000000B0000000000000000000B0B0FF00000000F0,0,2,8,8,6,3,6,3,1,1,0,1,1,0,763.8280000000001,677.716,169
3,6,10,10,000000000000B0B000F000F00000000B0000000000000000000B0B0FF00000000F00,0,2,8,8,6,3,6,3,1,1,0,1,1,0,774.4730000000001,685.258,170
3,6,11,10,000000000000B0B000F000F00000000B0000000000000000000B0B0FF00000000F00B,0,2,8,8,7,3,7,3,1,1,0,1,1,0,782.167,693.211,173
