p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.279,3.05,1
0,1,0,1,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2620000000000005,4.723,2
0,1,0,1,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.281,9.89,3
0,1,0,1,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.952,14.118,4
0,1,0,1,00000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17.322,16.239,4
0,1,1,1,00000F,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27.439999999999998,25.923000000000002,7
0,1,1,1,00000F0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,30.165,29.157000000000004,8
0,1,1,1,00000F00,1,0,1,1,0,0,0,0,0,0,0,0,0,0,52.805,53.68300000000001,15
0,1,1,1,00000F000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,74.989,72.97200000000001,21
0,1,1,1,00000F0000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,79.84100000000001,78.78,22
0,1,1,1,00000F00000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,90.27900000000001,86.059,24
0,2,1,2,00000F000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,91.24700000000001,86.836,25
0,3,1,3,00000F0000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,91.93500000000002,87.378,26
0,3,1,3,00000F00000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,97.56600000000002,90.989,27
0,3,1,3,00000F000000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,102.87800000000001,95.631,28
0,3,1,3,00000F0000000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,107.00500000000001,101.347,29
0,3,2,3,00000F0000000000F,1,0,1,1,0,0,0,0,0,0,0,0,0,0,113.51700000000001,111.28899999999999,32
0,3,2,3,00000F0000000000F0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,116.534,115.79799999999999,33
0,3,2,3,00000F0000000000F00,1,0,2,1,0,0,0,0,0,0,0,0,0,0,123.52900000000001,124.26399999999998,35
0,3,3,3,00000F0000000000F00F,1,0,2,1,1,0,1,0,0,0,0,0,0,0,171.57500000000002,170.541,48
0,3,3,4,00000F0000000000F00FF,1,0,2,1,1,1,1,1,0,0,0,0,0,0,185.841,186.144,53
0,3,3,4,00000F0000000000F00FF0,1,0,2,1,2,1,2,1,0,0,0,0,0,0,200.977,201.21800000000002,57
0,3,4,4,00000F0000000000F00FF0F,1,0,2,1,2,2,2,1,0,0,0,0,0,0,211.13,212.66000000000003,61
0,3,4,5,00000F0000000000F00FF0FF,1,0,2,1,2,3,2,2,0,0,0,0,0,0,220.858,223.443,64
0,3,4,5,00000F0000000000F00FF0FF0,1,0,2,1,2,3,2,2,0,0,0,0,0,0,224.871,227.925,65
0,3,4,5,00000F0000000000F00FF0FF00,1,0,2,1,2,4,2,3,0,0,0,0,0,0,237.747,243.162,68
0,3,4,5,00000F0000000000F00FF0FF000,1,0,2,2,2,4,2,3,0,0,0,0,0,0,253.37800000000001,255.26600000000002,71
0,3,5,5,00000F0000000000F00FF0FF000B,1,0,2,2,3,4,3,3,0,0,0,0,0,0,290.601,290.721,80
0,3,5,5,00000F0000000000F00FF0FF000B0,1,0,2,3,3,4,3,3,0,0,0,0,0,0,299.719,299.897,81
0,3,5,5,00000F0000000000F00FF0FF000B00,1,0,2,3,3,4,3,3,0,0,0,0,0,0,308.92199999999997,307.781,82
0,3,5,6,00000F0000000000F00FF0FF000B00F,1,0,2,3,3,4,3,3,0,0,0,0,0,0,373.62299999999993,354.634,95
0,3,5,6,00000F0000000000F00FF0FF000B00F0,1,0,2,3,3,4,3,3,0,0,0,0,0,0,378.75299999999993,358.29400000000004,96
0,3,5,6,00000F0000000000F00FF0FF000B00F00,1,0,2,4,3,5,3,3,0,0,0,0,0,0,387.55799999999994,368.86100000000005,98
0,3,5,6,00000F0000000000F00FF0FF000B00F000,1,0,2,4,3,6,3,4,0,0,0,0,0,0,423.5059999999999,397.13400000000007,105
0,3,5,6,00000F0000000000F00FF0FF000B00F0000,1,0,2,4,3,6,3,4,0,0,0,0,0,0,427.8329999999999,399.96900000000005,106
0,3,5,6,00000F0000000000F00FF0FF000B00F00000,1,0,2,4,3,6,3,4,0,0,0,0,0,0,432.1529999999999,404.66800000000006,107
0,3,5,6,00000F0000000000F00FF0FF000B00F000000,1,0,2,5,3,6,3,4,0,0,0,0,0,0,441.2799999999999,414.16100000000006,110
0,3,5,6,00000F0000000000F00FF0FF000B00F0000000,1,0,2,5,3,6,3,4,0,0,0,0,0,0,444.6859999999999,418.1070000000001,111
0,3,5,6,00000F0000000000F00FF0FF000B00F00000000,1,0,2,5,3,6,3,4,0,0,0,0,0,0,448.69999999999993,424.1410000000001,112
