p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.412,16.527,3
0,0,1,0,0F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.726,26.16,6
0,0,1,0,0F0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21.457,29.505,7
1,0,2,0,0F00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22.152,30.372,8
1,0,2,0,0F000,0,0,1,2,0,0,0,0,0,0,0,0,0,0,38.292,46.772,13
1,0,2,1,0F000F,0,0,1,2,0,0,0,0,0,0,0,0,0,0,49.739000000000004,54.177,16
1,0,2,1,0F000F0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,58.633,61.384,18
1,0,3,1,0F000F0B,0,0,1,3,0,0,0,0,0,0,0,0,0,0,82.802,86.842,26
1,0,3,1,0F000F0B0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,84.05900000000001,87.734,26
1,0,3,1,0F000F0B00,0,1,1,5,0,0,0,0,1,0,1,0,0,0,99.93200000000002,97.466,28
1,0,3,1,0F000F0B000,0,1,1,5,0,0,0,0,1,0,1,0,0,0,115.61600000000001,109.086,32
1,0,3,1,0F000F0B0000,0,1,1,5,0,0,0,0,1,0,1,0,0,0,120.12100000000001,113.53399999999999,33
1,0,3,1,0F000F0B00000,0,1,1,5,0,0,0,0,1,0,1,0,0,0,151.52100000000002,145.09199999999998,40
1,0,3,1,0F000F0B000000,0,1,2,5,0,0,0,0,1,0,1,0,0,0,166.00300000000001,161.26799999999997,44
1,0,4,1,0F000F0B000000F,0,1,2,5,0,0,0,0,1,0,1,0,0,0,178.401,173.96499999999997,49
1,0,4,1,0F000F0B000000F0,0,1,2,5,0,0,0,0,1,0,1,0,0,0,193.05100000000002,186.07299999999998,52
1,0,4,1,0F000F0B000000F00,0,1,3,5,0,0,0,0,1,0,1,0,0,0,208.52300000000002,197.12699999999998,55
1,0,4,1,0F000F0B000000F000,0,2,3,6,0,0,0,0,1,0,1,0,0,0,210.85800000000003,199.16299999999998,55
1,0,4,2,0F000F0B000000F000B,0,2,3,6,0,0,0,0,1,0,1,0,0,0,221.79900000000004,206.61999999999998,58
1,0,4,2,0F000F0B000000F000B0,0,3,3,7,0,0,0,0,1,0,1,0,0,0,222.08200000000002,206.90699999999998,58
1,0,4,2,0F000F0B000000F000B00,0,3,4,7,0,0,0,0,1,0,1,0,0,0,230.52100000000002,218.974,61
1,0,4,2,0F000F0B000000F000B000,0,3,4,7,0,0,0,0,1,0,1,0,0,0,238.39200000000002,226.18599999999998,63
1,0,4,3,0F000F0B000000F000B000B,0,3,4,7,0,0,0,0,1,0,1,0,0,0,247.413,232.75499999999997,66
1,0,4,4,0F000F0B000000F000B000BF,0,3,4,7,0,0,0,0,1,0,1,0,0,0,256.466,242.82299999999998,69
1,0,4,4,0F000F0B000000F000B000BF0,0,3,5,7,0,0,0,0,1,0,1,0,0,0,270.40000000000003,257.688,73
1,0,4,4,0F000F0B000000F000B000BF00,0,3,5,7,0,0,0,0,1,0,1,0,0,0,298.59200000000004,288.661,81
1,0,4,4,0F000F0B000000F000B000BF000,0,3,5,7,0,0,0,0,1,0,1,0,0,0,306.396,296.556,83
1,0,4,5,0F000F0B000000F000B000BF000F,0,3,5,7,0,0,0,0,1,1,1,1,0,0,310.09000000000003,300.722,85
1,0,4,5,0F000F0B000000F000B000BF000F0,0,3,5,7,0,0,0,0,1,1,1,1,0,0,314.127,303.597,86
1,0,4,5,0F000F0B000000F000B000BF000F00,0,3,6,7,0,0,0,0,1,1,1,1,0,0,361.534,342.09299999999996,95
1,0,4,5,0F000F0B000000F000B000BF000F000,0,3,6,8,0,0,0,0,1,1,1,1,0,0,369.403,347.95099999999996,97
1,0,4,5,0F000F0B000000F000B000BF000F0000,0,3,6,9,0,0,0,0,1,1,1,1,0,0,402.71700000000004,376.29699999999997,103
1,0,4,5,0F000F0B000000F000B000BF000F00000,0,3,6,9,0,0,0,0,1,1,1,1,0,0,417.01400000000007,388.48199999999997,106
1,0,5,5,0F000F0B000000F000B000BF000F00000F,0,3,6,9,0,0,0,0,1,1,1,1,0,0,445.5350000000001,415.921,114
1,0,5,5,0F000F0B000000F000B000BF000F00000F0,0,3,6,10,0,1,0,0,1,1,1,1,0,0,462.2530000000001,430.097,116
1,0,5,5,0F000F0B000000F000B000BF000F00000F00,0,3,6,10,0,1,0,0,2,1,2,1,0,0,477.6020000000001,442.145,120
1,0,5,5,0F000F0B000000F000B000BF000F00000F000,0,3,7,10,0,1,0,0,2,1,2,1,0,0,488.8760000000001,454.507,122
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F,0,3,7,10,1,1,1,0,2,1,2,1,0,0,502.69900000000007,461.876,125
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F0,0,3,7,10,1,1,1,0,2,1,2,1,0,0,541.3910000000001,488.337,134
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F00,0,3,7,10,1,1,1,0,2,1,2,1,0,0,549.815,497.358,137
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F000,0,3,7,11,1,1,1,0,2,1,2,1,0,0,570.509,518.494,142
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F0000,0,3,7,12,1,1,1,0,2,1,2,1,0,0,625.359,550.418,152
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F00000,0,3,7,12,1,1,1,0,2,1,2,1,0,0,635.0500000000001,561.09,155
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F000000,0,3,8,12,1,2,1,1,2,1,2,1,0,0,654.6,579.025,160
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F0000000,0,3,8,12,1,2,1,1,2,1,2,1,0,0,670.327,593.385,164
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F00000000,0,3,8,12,1,2,1,1,2,1,2,1,0,0,675.959,596.949,166
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F000000000,0,3,8,12,1,2,1,1,3,1,2,1,1,0,681.7769999999999,602.9449999999999,167
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F0000000000,0,3,8,12,1,2,1,1,3,1,2,1,1,0,683.6429999999999,604.414,168
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F00000000000,0,3,8,13,1,2,1,1,3,1,2,1,1,0,694.92,615.015,172
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F000000000000,0,3,9,13,1,2,1,1,3,1,2,1,1,0,699.598,619.1949999999999,173
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F0000000000000,0,3,9,13,1,2,1,1,3,1,2,1,1,0,716.516,630.2679999999999,176
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F00000000000000,0,3,9,13,1,2,1,1,3,1,2,1,1,0,720.7869999999999,635.2889999999999,177
1,0,6,5,0F000F0B000000F000B000BF000F00000F000F000000000000000,0,3,9,13,1,2,1,1,3,1,2,1,1,0,731.2629999999999,649.4929999999998,182
2,0,7,5,0F000F0B000000F000B000BF000F00000F000F0000000000000000,0,3,9,13,1,2,1,1,3,1,2,1,1,0,732.477,650.6139999999998,183
3,0,8,5,0F000F0B000000F000B000BF000F00000F000F00000000000000000,0,3,9,13,1,2,1,1,3,1,2,1,1,0,733.536,651.6249999999998,184
3,0,8,5,0F000F0B000000F000B000BF000F00000F000F000000000000000000,0,3,9,13,1,2,1,1,3,1,2,1,1,0,736.3359999999999,653.0889999999998,185
3,0,8,5,0F000F0B000000F000B000BF000F00000F000F0000000000000000000,0,3,10,13,1,2,1,1,3,1,2,1,1,0,757.0889999999999,674.4089999999999,192
3,0,8,5,0F000F0B000000F000B000BF000F00000F000F00000000000000000000,0,3,11,13,1,2,1,1,3,1,2,1,1,0,797.0849999999999,705.2259999999999,201
3,0,8,5,0F000F0B000000F000B000BF000F00000F000F000000000000000000000,0,3,12,13,1,2,1,1,3,1,2,1,1,0,822.3559999999999,727.6429999999999,208
3,0,8,5,0F000F0B000000F000B000BF000F00000F000F0000000000000000000000,0,3,12,13,1,2,1,1,3,1,2,1,1,0,824.3799999999999,729.896,209
3,0,9,5,0F000F0B000000F000B000BF000F00000F000F0000000000000000000000F,0,3,12,13,1,2,1,1,3,1,2,1,1,0,835.7399999999999,748.9029999999999,214
3,0,9,5,0F000F0B000000F000B000BF000F00000F000F0000000000000000000000F0,0,3,12,13,1,2,1,1,3,1,2,1,1,0,841.5269999999999,756.468,215
3,0,9,6,0F000F0B000000F000B000BF000F00000F000F0000000000000000000000F0F,0,3,12,13,1,2,1,1,3,1,2,1,1,0,845.4029999999999,761.405,217
4,0,10,6,0F000F0B000000F000B000BF000F00000F000F0000000000000000000000F0F0,0,3,12,13,1,2,1,1,3,1,2,1,1,0,846.5349999999999,762.554,218
4,0,10,7,0F000F0B000000F000B000BF000F00000F000F0000000000000000000000F0F00,0,3,12,13,1,2,1,1,3,1,2,1,1,0,847.3099999999998,763.754,219
