p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count
0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.382,9.02,3
0,0,2,0,FF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.049,19.966,6
0,0,3,0,FF0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.192999999999998,23.296,7
0,0,3,0,FF00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23.226,24.808,7
0,0,3,0,FF000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,30.982999999999997,35.362,8
0,1,3,1,FF0000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,32.113,36.528,9
0,1,3,1,FF00000,1,0,2,0,0,0,0,0,0,0,0,0,0,0,57.721000000000004,64.015,16
0,1,3,1,FF000000,1,0,2,1,0,0,0,0,0,0,0,0,0,0,66.535,72.193,18
0,1,3,1,FF0000000,1,0,3,1,0,0,0,0,0,0,0,0,0,0,84.798,89.646,23
0,1,3,1,FF00000000,1,0,3,1,0,1,0,0,0,0,0,0,0,0,93.513,98.326,25
0,1,3,1,FF000000000,1,0,4,1,1,1,0,0,0,0,0,0,0,0,124.47200000000001,116.201,30
0,1,3,1,FF0000000000,1,0,5,1,1,1,0,0,0,0,0,0,0,0,140.05200000000002,130.22799999999998,34
0,1,3,1,FF00000000000,1,0,6,1,2,1,0,0,0,0,0,0,0,0,160.51600000000002,153.85999999999999,38
0,1,3,1,FF000000000000,1,0,7,1,2,1,0,0,0,0,0,0,0,0,173.55200000000002,171.60699999999997,40
0,1,3,1,FF0000000000000,1,0,8,1,2,1,0,0,0,1,0,1,0,0,184.93,185.08199999999997,42
0,1,3,1,FF00000000000000,1,0,8,1,2,2,0,1,0,1,0,1,0,0,198.68900000000002,200.55299999999997,45
0,1,3,2,FF00000000000000F,1,0,8,1,2,2,0,1,0,1,0,1,0,0,207.10500000000002,209.94999999999996,48
0,1,3,2,FF00000000000000F0,1,0,8,1,2,2,0,1,0,1,0,1,0,0,213.70900000000003,215.92599999999996,49
0,2,3,3,FF00000000000000F00,1,0,8,1,2,2,0,1,0,1,0,1,0,0,214.57300000000004,216.55299999999997,50
0,2,3,3,FF00000000000000F000,1,0,8,1,2,2,0,1,0,1,0,1,0,0,219.36900000000003,222.09999999999997,51
0,2,3,3,FF00000000000000F0000,1,0,8,1,2,2,0,1,0,1,0,1,0,0,224.92500000000004,228.46499999999997,52
