p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.929,6.36,2
0,0,0,0,00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.125,12.252,3
0,0,0,0,000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,42.489000000000004,39.566,10
0,0,0,0,0000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,49.042,43.650000000000006,11
0,1,0,1,00000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50.406,44.34400000000001,12
0,1,0,1,000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,69.455,73.43700000000001,17
0,1,0,1,0000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,78.816,92.35700000000001,18
0,1,0,1,00000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,79.381,93.25400000000002,19
0,1,1,1,00000000F,0,0,1,1,0,0,0,0,0,0,0,0,0,0,117.013,116.41400000000002,24
0,1,1,1,00000000F0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,123.396,121.90800000000002,25
0,1,1,2,00000000F0B,0,0,1,1,0,1,0,1,0,0,0,0,0,0,191.174,175.984,40
0,1,1,2,00000000F0B0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,193.161,177.279,40
0,1,1,2,00000000F0B00,0,2,1,3,0,1,0,1,0,0,0,0,0,0,198.433,180.129,40
0,1,1,2,00000000F0B000,0,2,1,3,0,1,0,1,0,0,0,0,0,0,205.701,188.95,41
0,1,1,2,00000000F0B0000,0,2,1,3,1,1,1,1,0,0,0,0,0,0,233.387,210.80399999999997,47
0,1,1,2,00000000F0B00000,0,2,1,3,1,2,1,2,0,0,0,0,0,0,245.034,225.94699999999997,50
0,1,1,2,00000000F0B000000,0,2,1,3,1,2,1,2,0,0,0,0,0,0,287.012,265.017,63
0,1,1,2,00000000F0B0000000,0,2,1,3,1,2,1,2,0,0,0,0,0,0,290.661,268.812,64
0,1,1,2,00000000F0B00000000,0,2,1,3,1,2,1,2,0,0,0,0,0,0,291.549,270.05,65
0,1,1,2,00000000F0B000000000,0,2,1,3,1,2,1,2,0,0,0,0,0,0,298.84299999999996,279.394,66
0,1,1,3,00000000F0B000000000B,0,2,1,3,2,2,1,2,0,0,0,0,0,0,318.83199999999994,301.956,70
0,1,1,3,00000000F0B000000000B0,0,2,1,3,2,2,1,2,0,0,0,0,0,0,345.7939999999999,341.805,77
0,1,1,4,00000000F0B000000000B0F,0,2,1,3,2,2,1,2,0,0,0,0,0,0,354.5229999999999,348.395,80
0,2,1,5,00000000F0B000000000B0F0,0,2,1,3,2,2,1,2,0,0,0,0,0,0,355.6039999999999,349.221,81
0,2,1,6,00000000F0B000000000B0F0F,0,2,1,3,2,2,1,2,0,0,0,0,0,0,363.5759999999999,356.225,84
0,3,1,7,00000000F0B000000000B0F0F0,0,2,1,3,2,2,1,2,0,0,0,0,0,0,365.3039999999999,356.937,85
0,3,1,7,00000000F0B000000000B0F0F00,1,2,2,3,2,2,1,2,0,0,0,0,0,0,370.9369999999999,362.428,85
0,3,1,7,00000000F0B000000000B0F0F000,1,2,2,3,3,2,2,2,0,0,0,0,0,0,384.5079999999999,376.489,88
0,3,1,7,00000000F0B000000000B0F0F0000,1,2,2,3,4,2,2,2,0,0,0,0,0,0,404.2509999999999,397.20399999999995,94
0,3,1,8,00000000F0B000000000B0F0F0000B,1,2,2,3,5,2,2,2,0,0,0,0,0,0,462.4779999999999,455.40199999999993,110
0,3,2,8,00000000F0B000000000B0F0F0000BB,1,2,2,3,6,2,3,2,0,1,0,0,0,1,489.1969999999999,489.02699999999993,117
1,3,3,8,00000000F0B000000000B0F0F0000BB0,1,2,2,3,6,2,3,2,0,2,0,0,0,2,489.9059999999999,489.93999999999994,118
1,3,3,8,00000000F0B000000000B0F0F0000BB00,1,2,2,3,7,2,4,2,0,2,0,0,0,2,527.7819999999999,557.5559999999999,127
1,3,3,8,00000000F0B000000000B0F0F0000BB000,1,2,3,3,7,2,4,2,0,2,0,0,0,2,538.7719999999999,569.7379999999999,129
1,3,4,8,00000000F0B000000000B0F0F0000BB0000,1,2,3,3,7,2,4,2,0,2,0,0,0,2,539.8729999999999,571.3169999999999,130
1,3,4,8,00000000F0B000000000B0F0F0000BB00000,1,2,4,3,7,2,4,2,0,2,0,0,0,2,549.852,581.7159999999999,132
1,3,4,8,00000000F0B000000000B0F0F0000BB000000,1,2,4,3,7,2,4,2,0,2,0,0,0,2,565.476,598.0479999999999,136
1,3,4,8,00000000F0B000000000B0F0F0000BB0000000,1,2,5,3,7,2,4,2,0,3,0,1,0,2,584.918,618.3179999999999,140
1,3,4,8,00000000F0B000000000B0F0F0000BB00000000,1,2,5,4,7,2,4,2,0,3,0,1,0,2,641.488,664.5849999999999,152
1,3,4,8,00000000F0B000000000B0F0F0000BB000000000,1,2,5,4,7,2,4,2,0,3,0,1,0,2,652.24,672.1779999999999,153
1,4,4,9,00000000F0B000000000B0F0F0000BB0000000000,1,2,5,4,7,2,4,2,0,3,0,1,0,2,653.464,672.9229999999999,154
1,4,4,9,00000000F0B000000000B0F0F0000BB00000000000,1,2,5,4,7,2,4,2,0,3,0,1,0,2,658.893,677.1939999999998,155
1,5,4,10,00000000F0B000000000B0F0F0000BB000000000000,1,2,5,4,7,2,4,2,0,3,0,1,0,2,660.1940000000001,678.0899999999998,156
1,5,4,10,00000000F0B000000000B0F0F0000BB0000000000000,1,2,6,4,7,2,4,2,0,3,0,1,0,2,690.576,712.0959999999998,164
2,5,5,10,00000000F0B000000000B0F0F0000BB00000000000000,1,2,6,4,7,2,4,2,0,3,0,1,0,2,691.364,713.1979999999998,165
2,5,5,10,00000000F0B000000000B0F0F0000BB000000000000000,1,2,6,4,7,2,4,2,0,3,0,1,0,2,697.126,720.8689999999998,167
2,5,5,10,00000000F0B000000000B0F0F0000BB0000000000000000,1,2,6,4,7,2,4,2,0,3,0,1,0,2,705.566,731.6979999999998,169
